10093,1,0,0,TORCHMARK CORPORATION,0,63-0780404,0,320335,NYSE,TORCHMARK CORPORATION,DE,UIP, , ,0, ,Y,0, 
10093,2,0,0, ,0,20-5817522,0,0, ,TMK BUILDINGS CORP,TX,NIA,TORCHMARK CORPORATION,OWNERSHIP,100000,TORCHMARK CORPORATION,N,0, 
10093,3,0,0, ,0,20-5817632,0,0, ,TMK PROPERTIES LLP,TX,NIA,TORCHMARK CORPORATION,OWNERSHIP,99000,TORCHMARK CORPORATION,N,0, 
10093,4,0,0, ,0,98-0230789,0,0, ,TMK RE LTD,BMU,NIA,TORCHMARK CORPORATION,OWNERSHIP,100000,TORCHMARK CORPORATION,N,0, 
10093,5,0,0, ,0,63-1235881,0,0, ,"TORCHMARK INSURANCE AGENCY, INC.",AL,NIA,TORCHMARK CORPORATION,OWNERSHIP,100000,TORCHMARK CORPORATION,N,0, 
10093,6,0,290,TORCHMARK CORPORATION,65331,63-0124600,0,0, ,LIBERTY NATIONAL LIFE INSURANCE COMPANY,NE,IA,TORCHMARK CORPORATION,OWNERSHIP,100000,TORCHMARK CORPORATION,N,0, 
10093,7,0,0, ,0,63-0031059,0,0, ,BROWN-SERVICE FUNERAL HOMES COMPANY INC.,AL,NIA,LIBERTY NATIONAL LIFE INSURANCE COMPANY,OWNERSHIP,100000,TORCHMARK CORPORATION,N,0, 
10093,8,0,0, ,0,63-0909884,0,0, ,LIBERTY NATIONAL AUTO CLUB INC,AL,NIA,LIBERTY NATIONAL LIFE INSURANCE COMPANY,OWNERSHIP,100000,TORCHMARK CORPORATION,N,0, 
10093,9,0,290,TORCHMARK CORPORATION,91472,63-0782739,1610611,0, ,GLOBE LIFE AND ACCIDENT INSURANCE COMPANY,NE,IA,TORCHMARK CORPORATION,OWNERSHIP,100000,TORCHMARK CORPORATION,Y,0, 
10093,10,0,0, ,0,47-4172726,0,0, ,"GLOBE LIFE INSURANCE AGENCY, INC.",TX,NIA,TORCHMARK CORPORATION,OWNERSHIP,100000,TORCHMARK CORPORATION,N,0, 
10093,11,0,0, ,0,73-1458991,0,0, ,"GLOBE MARKETING SERVICES, INC.",OK,NIA,GLOBE LIFE AND ACCIDENT INSURANCE COMPANY,OWNERSHIP,100000,TORCHMARK CORPORATION,N,0, 
10093,12,0,0, ,0,73-1209844,0,0, ,"SPECIALIZED ADVERTISING GROUP, INC.",TX,NIA,TORCHMARK CORPORATION,OWNERSHIP,100000,TORCHMARK CORPORATION,N,0, 
10093,13,0,0, ,0,20-8022184,0,0, ,"GLOBE MARKETING AND ADVERTISING DISTRIBUTORS, LLC",~,NIA,GLOBE LIFE AND ACCIDENT INSURANCE COMPANY,OWNERSHIP,100000,TORCHMARK CORPORATION,N,0, 
10093,14,0,290,TORCHMARK CORPORATION,60577,74-1365936,1102198,0, ,AMERICAN INCOME LIFE INSURANCE COMPANY,IN,UDP,TORCHMARK CORPORATION,OWNERSHIP,100000,TORCHMARK CORPORATION,N,0,549300NZ5JLAMNL0TE84
10093,15,0,290,TORCHMARK CORPORATION,10093,22-3711800,0,0, ,NATIONAL INCOME LIFE INSURANCE COMPANY,NY,RE,AMERICAN INCOME LIFE INSURANCE COMPANY,OWNERSHIP,100000,TORCHMARK CORPORATION,N,0, 
10093,16,0,0, ,0,75-2852508,0,0, ,AILIC RECEIVABLES CORPORATION,IN,NIA,TORCHMARK CORPORATION,OWNERSHIP,100000,TORCHMARK CORPORATION,N,0, 
10093,17,0,0, ,0,75-2872627,0,0, ,"AMERICAN INCOME MARKETING SERVICES, INC.",TX,NIA,AMERICAN INCOME LIFE INSURANCE COMPANY,OWNERSHIP,100000,TORCHMARK CORPORATION,N,0, 
10093,18,0,290,TORCHMARK CORPORATION,92916,73-1128555,0,0, ,UNITED AMERICAN INSURANCE COMPANY,NE,IA,TORCHMARK CORPORATION,OWNERSHIP,100000,TORCHMARK CORPORATION,N,0, 
10093,19,0,290,TORCHMARK CORPORATION,74101,13-3156923,0,0, ,GLOBE LIFE INSURANCE COMPANY OF NEW YORK,NY,IA,UNITED AMERICAN INSURANCE COMPANY,OWNERSHIP,100000,TORCHMARK CORPORATION,N,0, 
10093,20,0,290,TORCHMARK CORPORATION,77968,34-1626521,0,0, ,FAMILY HERITAGE LIFE INSURANCE COMPANY OF AMERICA,OH,IA,GLOBE LIFE AND ACCIDENT INSURANCE COMPANY,OWNERSHIP,100000,TORCHMARK CORPORATION,N,0, 
10093,21,0,0, ,0, ,0,0, ,ROYALTON 6001 LTD. (JOINT VENTURE),OH,NIA,FAMILY HERITAGE LIFE INSURANCE COMPANY OF AMERICA,OWNERSHIP,50000,TORCHMARK CORPORATION,N,0, 
10093,22,0,0, ,0,82-5431371,0,0, ,"AILO 1, LLC",TX,NIA,AMERICAN INCOME LIFE INSURANCE COMPANY,OWNERSHIP,100000,TORCHMARK CORPORATION,N,0, 
10236,1,0,514,Missouri Farm Bureau,10236,81-3519891,0,0, ,Legacy Life Insurance Company of Missouri,MO, ,Farm Bureau Life Insurance Company of Missouri,Ownership,50000,Missouri Farm Bureau Federation,N,0, 
10236,2,0,514,Missouri Farm Bureau,10236,81-3519891,0,0, ,Legacy Life Insurance Company of Missouri,MO, ,Farm Bureau Town & Country Insurance Company of Missouri,Ownership,50000,Missouri Farm Bureau Federation,N,0, 
10236,3,0,514,Missouri Farm Bureau,12345,20-3367551,0,0, ,New Horizons Insurance Company of Missouri,MO,DS,Farm Bureau Life Insurance Company of Missouri,Ownership,50000,Missouri Farm Bureau Federation,N,0, 
10236,4,0,514,Missouri Farm Bureau,12345,20-3367551,0,0, ,New Horizons Insurance Company of Missouri,MO,DS,Farm Bureau Town & Country Insurance Company of Missouri,Ownership,50000,Missouri Farm Bureau Federation,N,0, 
10236,5,0,514,Missouri Farm Bureau,63118,44-0544022,0,0, ,Farm Bureau Life Insurance Company of Missouri,MO,UDP,Missouri Farm Bureau Services,Ownership,100000,Missouri Farm Bureau Federation,N,0, 
10236,6,0,514,Missouri Farm Bureau,26859,43-0974802,0,0, ,Farm Bureau Town & Country Insurance Company of Missouri,MO,UDP,Missouri Farm Bureau Services,Ownership,100000,Missouri Farm Bureau Federation,N,0, 
10236,7,0,0,Missouri Farm Bureau,0,44-0356250,0,0, ,Missouri Farm Bureau Federation,MO,UIP, , ,0,Missouri Farm Bureau Federation,N,0, 
10236,8,0,0,Missouri Farm Bureau,0,43-1030484,0,0, ,"Missouri Farm Bureau Services, Inc",MO,UIP,Missouri Farm Bureau Federation,Ownership,100000,Missouri Farm Bureau Federation,N,0, 
10236,9,0,0,Missouri Farm Bureau,0,43-0820036,0,0, ,"MO Ag Marketing Association, Inc",MO,NIA,Missouri Farm Bureau Services,Ownership,100000,Missouri Farm Bureau Federation,N,0, 
10236,10,0,0,Missouri Farm Bureau,0,20-5178906,0,0, ,FS LLC,MO,NIA,Missouri Farm Bureau Services,Ownership,24000,Missouri Farm Bureau Federation,N,0, 
10236,11,0,0,Missouri Farm Bureau,0,20-5178906,0,0, ,FS LLC,MO,NIA,Missouri Farm Bureau Federation,Ownership,76000,Missouri Farm Bureau Federation,N,0, 
10236,12,0,0,Missouri Farm Bureau,0,43-1273795,0,0, ,Missouri Farm Bureau Brokerage,MO,IA,Missouri Farm Bureau Services,Ownership,100000,Missouri Farm Bureau Federation,N,0, 
11121,1,0,0, ,0, ,0,0, ,William M. Buchanan Family,TX,NIA, , ,0, ,N,0, 
11121,2,0,0, ,11121,43-1917728,0,0, ,Unified Life Insurance Company,TX,IA,William M. Buchanan Family,Ownership,100000,William M. Buchanan Family,N,0, 
11121,3,0,0, ,0,80-0951368,0,0, ,"Unified IPA, LLC",TX,NIA,Unified Life Insurance Company,Ownership,100000,William M. Buchanan Family,N,0, 
11133,1,0,801,Directors Investment Group Inc.,0,88-0350827,0,0, ,Directors Investment Group Inc.,NV,UIP,The Seale Family LP and B. Kris Seale Individually,"Ownership, Board, Management",33798,Directors Investment Group Inc.,N,0, 
11133,2,0,801,Directors Investment Group Inc.,0,88-0350827,0,0, ,Directors Investment Group Inc.,NV,UIP,The Harper Family L.P. GWD LLC,"Ownership, Board",17601,Directors Investment Group Inc.,N,0, 
11133,3,0,801,Directors Investment Group Inc.,0,88-0350827,0,0, ,Directors Investment Group Inc.,NV,UIP,The Hamil Family Group,"Ownership, Board",11558,Directors Investment Group Inc.,N,0, 
11133,4,0,801,Directors Investment Group Inc.,0,75-2408430,0,0, ,Directors Holding Corporation,NV,UIP,Directors Investment Group Inc.,Ownership,100000,Directors Investment Group Inc.,N,0, 
11133,5,0,801,Directors Investment Group Inc.,0,75-2627439,0,0, ,Directors Capital Ventures Inc.,NV,NIA,Directors Investment Group Inc.,Ownership,100000,Directors Investment Group Inc.,N,0, 
11133,6,0,801,Directors Investment Group Inc.,0,88-0491776,0,0, ,Parkway Advisors Holding Inc.,NV,NIA,Directors Investment Group Inc.,Ownership,100000,Directors Investment Group Inc.,N,0, 
11133,7,0,801,Directors Investment Group Inc.,0,91-2114448,0,0, ,Parkway Advisors Group Inc.,NV,NIA,Directors Investment Group Inc.,Ownership,100000,Directors Investment Group Inc.,N,0, 
